SLES_531.47|Fantastic 4|7 Studios
SLES_532.81|Fantastic 4|7 Studios
SLUS_206.15|Fantastic 4|7 Studios
SLPS_252.36|Fantastic Fortune 2|GeneX
SLPS_253.96|Fantastic Fortune 2: Triple Star|GeneX
SLES_546.16|Fantastic Four: Rise of the Silver Surfer|
SLES_547.76|Fantastic Four: Rise of the Silver Surfer|
SLUS_215.44|Fantastic Four: Rise of the Silver Surfer|
SCES_500.02|Fantavision|Sony Computer Entertainment
SCPS_110.02|Fantavision|Sony Computer Entertainment
SCUS_971.05|Fantavision|Sony Computer Entertainment
PAPX_902.01|Fantavision (Taikenban)|Sony Computer Entertainment
PCPX_963.02|Fantavision (Taikenban)|Sony Computer Entertainment
SCPS_550.32|Fantavision: For You and Me|
SCPS_550.43|Fatal Frame|Tecmo
SLUS_203.88|Fatal Frame|Tecmo
SLUS_207.66|Fatal Frame II: Crimson Butterfly|
SLUS_212.44|Fatal Frame III: The Tormented|
SLES_552.31|Fatal Fury: Battle Archives Volume 1|
SLUS_215.37|Fatal Fury: Battle Archives Volume 1|
SLUS_217.23|Fatal Fury: Battle Archives Volume 2|
SLPM_551.08|Fate/Unlimited Codes|
SLPM_665.12|Fate/stay night: Réalta Nua|Kadokawa Shoten.
SLPM_665.13|Fate/stay night: Réalta Nua|Kadokawa Shoten.
SLPM_742.70|Fate/stay night: Réalta Nua|Kadokawa Shoten.
SLES_552.94|Ferrari Challenge: Trofeo Pirelli|
SLUS_217.80|Ferrari Challenge: Trofeo Pirelli|
SCES_509.56|Ferrari F355 Challenge|AM2
SLPM_651.78|Ferrari F355 Challenge|AM2
SLUS_205.58|Ferrari F355 Challenge|AM2
SLPM_664.34|Festa!! Hyper Girls Party (Genteiban)|Kid
SLPS_251.17|Fever 6: Sankyo Koushiki Pachinko Simulation|
SLPS_202.65|Fever 7: Sankyo Koushiki Pachinko Simulation|
SLPS_202.98|Fever 8: Sankyo Koushiki Pachinko Simulation|
SLPS_203.31|Fever 9: Sankyo Koushiki Pachinko Simulation|
SLES_527.18|Fight Club|Genuine Games
SLUS_208.57|Fight Club|Genuine Games
SLUS_291.24|Fight Club (Demo)|Genuine Games
SLES_523.74|Fight Night 2004|Electronic Arts
SLPM_655.87|Fight Night 2004|Electronic Arts
SLUS_209.06|Fight Night 2004|Electronic Arts
SLED_523.75|Fight Night 2004 (Demo)|Electronic Arts
SLUS_290.96|Fight Night 2004 (Demo)|Electronic Arts
SLES_530.84|Fight Night Round 2|Electronic Arts
SLKA_252.42|Fight Night Round 2|Electronic Arts
SLPM_550.35|Fight Night Round 2|Electronic Arts
SLPM_660.72|Fight Night Round 2|Electronic Arts
SLUS_211.61|Fight Night Round 2|Electronic Arts
SLUS_291.45|Fight Night Round 2 (Demo)|Electronic Arts
SLES_539.82|Fight Night Round 3|Electronic Arts
SLKA_253.73|Fight Night Round 3|Electronic Arts
SLUS_213.83|Fight Night Round 3|Electronic Arts
SLED_539.83|Fight Night Round 3 (Demo)|Electronic Arts
SLUS_291.83|Fight Night Round 3 (Demo)|Electronic Arts
SLES_513.90|FightBox|Gamezlab
SLUS_205.24|Fighter Maker 2|Enterbrain, Inc.
SLES_534.08|Fighting Angels|Tamsoft
SLES_510.56|Fighting Fury|Bigben Interactive
SLPS_255.45|Fighting for One Piece|Bandai
SLPM_656.76|Final Approach|Princess Soft
SLPM_663.23|Final Approach|Princess Soft
SLPM_656.75|Final Approach (Shokai Genteiban)|Princess Soft
SLPM_669.43|Final Approach 2: 1st Priority|
SLPM_669.42|Final Approach 2: 1st Priority (Shokai Genteiban)|
SLES_544.67|Final Armada|I-Imagine Interactive
SCES_504.90|Final Fantasy X|SquareSoft
SCES_504.91|Final Fantasy X|SquareSoft
SCES_504.92|Final Fantasy X|SquareSoft
SCES_504.93|Final Fantasy X|SquareSoft
SCES_504.94|Final Fantasy X|SquareSoft
SLPM_661.24|Final Fantasy X|SquareSoft
SLPS_250.50|Final Fantasy X|SquareSoft
SLPS_725.01|Final Fantasy X|SquareSoft
SLUS_203.12|Final Fantasy X|SquareSoft
SCED_506.42|Final Fantasy X (Demo)|SquareSoft
SLPM_651.15|Final Fantasy X International|SquareSoft
SLPM_666.77|Final Fantasy X International|SquareSoft
SLPM_675.13|Final Fantasy X International|SquareSoft
SLPS_250.88|Final Fantasy X International|SquareSoft
SLES_518.15|Final Fantasy X-2|Square Enix
SLES_518.16|Final Fantasy X-2|Square Enix
SLES_518.17|Final Fantasy X-2|Square Enix
SLES_518.18|Final Fantasy X-2|Square Enix
SLES_518.19|Final Fantasy X-2|Square Enix
SLKA_251.44|Final Fantasy X-2|Square Enix
SLPM_661.25|Final Fantasy X-2|Square Enix
SLPS_252.50|Final Fantasy X-2|Square Enix
SLUS_206.72|Final Fantasy X-2|Square Enix
SLED_519.21|Final Fantasy X-2 (Demo)|Square Enix
SCAJ_200.68|Final Fantasy X-2 International + Last Mission|Square Enix
SLPM_654.78|Final Fantasy X-2 International + Last Mission|Square Enix
SLPM_666.78|Final Fantasy X-2 International + Last Mission|Square Enix
SLPM_552.98|Final Fantasy XI: Adoulin no Makyou|Square Enix
SLPM_663.94|Final Fantasy XI: Aht Urhgan no Hihou|Square Enix
SLPM_657.06|Final Fantasy XI: All in One Pack 2004|Square Enix
SLPM_663.93|Final Fantasy XI: All in One Pack 2006|Square Enix
SLPM_668.94|Final Fantasy XI: Altana no Shinpei|Square Enix
SLPM_659.53|Final Fantasy XI: Entry Disc 2005|Square Enix
SCUS_972.66|Final Fantasy XI: Online|Square Enix
SLPS_252.00|Final Fantasy XI: Online|Square Enix
SLUS_210.70|Final Fantasy XI: Online: Chains of Promathia|Square Enix
SLUS_214.04|Final Fantasy XI: Online: Treasures of Aht Urhgan|Square Enix
SLUS_217.04|Final Fantasy XI: Online: Vana'diel Collection 2008|Square Enix
SLUS_216.94|Final Fantasy XI: Online: Wings of the Goddess Expansion Pack|Square Enix
SLPM_652.89|Final Fantasy XI: PlayOnline Entry Disc|Square Enix
SLPM_657.05|Final Fantasy XI: Promathia no Jubaku|Square Enix
SLPM_668.93|Final Fantasy XI: Vana'diel Collection|Square Enix
SLPM_552.29|Final Fantasy XI: Vana'diel Collection 2|Square Enix
SLPM_652.87|Final Fantasy XI: Zilart no Gen'ei|Square Enix
SLPM_652.88|Final Fantasy XI: Zilart no Gen'ei|Square Enix
PBPX_955.25|Final Fantasy XII|Square Enix
SCKA_200.73|Final Fantasy XII|Square Enix
SLES_543.54|Final Fantasy XII|Square Enix
SLES_543.55|Final Fantasy XII|Square Enix
SLES_543.56|Final Fantasy XII|Square Enix
SLES_543.57|Final Fantasy XII|Square Enix
SLES_543.58|Final Fantasy XII|Square Enix
SLPM_550.22|Final Fantasy XII|Square Enix
SLPM_663.20|Final Fantasy XII|Square Enix
SLUS_209.63|Final Fantasy XII|Square Enix
SLUS_214.75|Final Fantasy XII|Square Enix
SLUS_291.71|Final Fantasy XII (Demo)|Square Enix
SLPM_552.10|Final Fantasy XII International: Zodiac Job System|Square Enix
SLPM_667.50|Final Fantasy XII International: Zodiac Job System|S-Force.
SLES_538.53|Final Fight: Streetwise|Capcom
SLUS_212.38|Final Fight: Streetwise|Capcom
SLPM_662.54|Finalist|
SLES_549.55|Finkles World|
SLUS_210.72|Finny the Fish & the Seven Waters|SCEI
SLES_532.37|Fire Heroes|505 Games
SCED_536.79|Fire It Up Lads|
SLES_550.41|Fire Pro Wrestling Returns|S-Neo
SLPM_660.82|Fire Pro Wrestling Returns|S-Neo
SLPM_663.88|Fire Pro Wrestling Returns|S-Neo
SLUS_217.02|Fire Pro Wrestling Returns|S-Neo
SLPM_622.87|Fire Pro Wrestling Z|Paon
SLPM_623.42|Fire Pro Wrestling Z|Paon
SLES_507.16|FireBlade|Kuju
SLES_509.95|FireBlade|Kuju
SLUS_201.98|FireBlade|Kuju
SLED_510.62|FireBlade (Demo)|Kuju
SLUS_290.30|FireBlade (Demo)|Kuju
SLES_520.96|Firefighter F.D.18|Konami
SLPM_654.70|Firefighter F.D.18|Konami
SLPM_657.44|Firefighter F.D.18|Konami
SLPM_660.17|Firefighter F.D.18|Konami
SLUS_207.24|Firefighter F.D.18|Konami
SLPM_652.56|First Kiss Stories|
SLPM_653.13|First Kiss Stories|
SLPS_202.91|Fish Eyes 3: Kioku no Hahen-tachi|
SLPS_203.77|Fish Eyes 3: Kioku no Hahen-tachi|
SLPS_204.77|Fish Eyes 3: Kioku no Hahen-tachi|
SLUS_204.28|Fisherman's Bass Club|Agetec
SLES_514.18|Fisherman's Challenge|Konami
SLUS_205.53|Fisherman's Challenge|Konami
SLES_532.36|Fishing Fantasy: Buzzrod|
SLES_529.83|Fitness Fun|Tamsoft Corporation
SLES_527.53|FlatOut|Bugbear Entertainment
SLES_527.54|FlatOut|Bugbear Entertainment
SLUS_209.01|FlatOut|Bugbear Entertainment
SLES_540.02|FlatOut 2|Bugbear Entertainment
SLES_540.03|FlatOut 2|Bugbear Entertainment
SLKA_254.01|FlatOut 2|Bugbear Entertainment
SLUS_212.51|FlatOut 2|Bugbear Entertainment
SLPM_665.91|FlatOut 2 GTR (Ganbare! Tobidase! Racing!!)|
SCPS_150.50|Flipnic|Ubisoft
SLES_520.65|Flipnic|Ubisoft
SLUS_211.57|Flipnic: Ultimate Pinball|
SLUS_291.49|Flipnic: Ultimate Pinball (Demo)|
SLES_538.48|Flow: Urban Dance Uprising|A2M
SLUS_213.19|Flow: Urban Dance Uprising|A2M
SLES_502.27|Flucht von Monkey Island|Ubisoft
SLPM_620.95|Flying Circus: RC Copter Adventure Championship|
SLPM_620.96|Flying Circus: RC Copter Adventure Championship|
SLES_519.59|Football Generation|TrecisionS.p.A.
SLPS_203.74|Football Kingdom: Trial Edition|
SLES_505.49|Football Manager Campionato 2002|Codemasters
SLES_510.26|Football Manager Campionato 2003|
SLES_514.60|Football Manager Campionato 2004|
SLES_526.96|Football Manager Campionato 2005|
SLES_509.37|Football Mania|Silicon Dreams Studio
SLPS_255.06|For Symphony: With All One's Heart|
SCES_519.20|Forbidden Siren|Sony Computer Entertainment
SCES_523.27|Forbidden Siren|Sony Computer Entertainment
SCES_523.28|Forbidden Siren|Sony Computer Entertainment
SCES_523.29|Forbidden Siren|Sony Computer Entertainment
SCES_523.30|Forbidden Siren|Sony Computer Entertainment
SCED_522.60|Forbidden Siren (Demo)|Sony Computer Entertainment
SCES_538.51|Forbidden Siren 2|Sony Computer Entertainment
SLUS_212.90|Ford Bold Moves Street Racing|RazorWorks
SLES_532.96|Ford Mustang: The Legend Lives|Eutechnyx
SLUS_211.62|Ford Mustang: The Legend Lives|Eutechnyx
SLES_517.05|Ford Racing 2|RazorWorks
SLUS_207.88|Ford Racing 2|RazorWorks
SLES_527.20|Ford Racing 3|RazorWorks
SLUS_209.76|Ford Racing 3|RazorWorks
SLUS_216.96|Ford Racing: Off Road|
SLES_536.39|Ford Street Racing|
SLES_545.19|Ford Street Racing XR Edition|
SLES_536.98|Ford vs. Chevy|Eutechnyx
SLUS_212.76|Ford vs. Chevy|Eutechnyx
SLUS_203.43|Forever Kingdom|From Software
SLES_526.69|Forgotten Realms: Demon Stone|Atari
SLPM_659.27|Forgotten Realms: Demon Stone|Atari
SLUS_208.04|Forgotten Realms: Demon Stone|Stormfront Studios
SLED_528.52|Forgotten Realms: Demon Stone (Demo)|
SLES_524.03|Formula Challenge|Aqua Pacific
SCCS_400.19|Formula One 04|Sony Computer Entertainment
SCES_520.42|Formula One 04|Sony Computer Entertainment
SCPS_150.83|Formula One 04|Sony Computer Entertainment
SCED_526.87|Formula One 04 (Demo)|Sony Computer Entertainment
SCES_530.33|Formula One 05|Sony Computer Entertainment
SCPS_150.98|Formula One 05|Sony Computer Entertainment
SCED_534.48|Formula One 05 (Demo)|Sony Computer Entertainment
SCED_534.47|Formula One 05 (Demo) (Press Kit)|Sony Computer Entertainment
SCES_539.50|Formula One 06|Sony Computer Entertainment
SCPS_151.17|Formula One 06|Sony Computer Entertainment
SCED_542.07|Formula One 06 (Demo)|Sony Computer Entertainment
SCES_500.04|Formula One 2001|Sony Computer Entertainment
SCPS_150.19|Formula One 2001|Sony Computer Entertainment
SCUS_971.50|Formula One 2001|Sony Computer Entertainment
SCED_503.13|Formula One 2001 (Demo)|Sony Computer Entertainment
SCES_510.04|Formula One 2002|Sony Computer Entertainment
SCPS_150.32|Formula One 2002|Sony Computer Entertainment
SCES_515.92|Formula One 2003|Sony Computer Entertainment
SLPM_680.03|Formula Suzuki Hayabusa Time Attack|
SLES_534.87|Forty 4 Party|Hunex
SLPM_662.03|Fragments Blue|SilverBullet
SLPS_254.94|Fragrance Tale|
SLES_506.54|Frank Herbert's Dune|
SLES_533.14|Frankie Dettori Racing|
SLES_539.03|Franklin the Turtle: A Birthday Surprise|
SLUS_213.82|Franklin the Turtle: A Birthday Surprise|
SLES_503.10|Freak Out|Treasure
SLES_546.53|Freak Out: Extreme Freeride|
SLES_507.13|Freaky Flyers|Midway
SLUS_202.84|Freaky Flyers|Midway
SLUS_290.61|Freaky Flyers (Demo)|Midway
SLES_545.59|Free Running|Core Design
SLES_514.67|Freedom Fighters|IO Interactive
SLES_514.68|Freedom Fighters|IO Interactive
SLES_514.69|Freedom Fighters|IO Interactive
SLES_514.70|Freedom Fighters|IO Interactive
SLES_514.71|Freedom Fighters|IO Interactive
SLPM_655.48|Freedom Fighters|IO Interactive
SLPM_658.03|Freedom Fighters|IO Interactive
SLUS_206.58|Freedom Fighters|IO Interactive
SLES_507.53|Freekstyle|Electronic Arts
SLPM_645.17|Freekstyle|Electronic Arts
SLUS_203.67|Freekstyle|Electronic Arts
SLPM_627.38|Freekstyle Motocross|Electronic Arts
SLPS_202.31|Freekstyle Motocross|Electronic Arts
SLES_507.20|Freestyle Metal X|Deibus 
SLUS_204.94|Freestyle Metal X|Deibus 
SCES_507.91|Frequency|Sony Computer Entertainment
SCUS_971.25|Frequency|Sony Computer Entertainment
SCED_509.90|Frequency (Demo)|Sony Computer Entertainment
SCUS_971.57|Frequency (Demo)|Sony Computer Entertainment
SLES_538.13|Friends: Celui Qui Répond À Toutes les Questions|Warner Brothers
SLES_538.03|Friends: Das Trivia Game|Warner Brothers
SLPS_253.85|Friends: Seishun no Kagayaki|Warner Brothers
SLES_537.61|Friends: The One with All the Trivia|Warner Brothers
SLES_539.55|Friends: The One with All the Trivia|Warner Brothers
SLUS_213.13|Friends: The One with All the Trivia|Warner Brothers
SLPM_653.04|Frogger|Konami
SLPM_655.70|Frogger|Konami
SLES_514.09|Frogger Beyond|Konami
SLPM_655.01|Frogger Rescue|Konami
SLUS_207.34|Frogger's Adventures: The Rescue|Konami
SLUS_210.98|Frogger: Ancient Shadow|Konami
SLES_507.88|Frogger: The Great Quest|Konami
SLUS_202.57|Frogger: The Great Quest|Konami
SLPM_601.02|From Software First Previews (Taikenban)|
SCAJ_200.57|Front Mission 4|Square Enix
SLPM_654.43|Front Mission 4|Square Enix
SLUS_208.88|Front Mission 4|Square Enix
SLPM_662.05|Front Mission 5: Scars of the War|Square Enix
SLPM_664.21|Front Mission 5: Scars of the War|Square Enix
SLPM_659.81|Front Mission Online|Square Enix
SLES_531.48|Fruit Fall|
SLES_540.60|Fruit Machine Mania|Aqua Pacific
SLES_502.28|Fuga da Monkey Island|
SLUS_204.64|Fugitive Hunter: War on Terror|
SLPM_551.20|Fukakutei Sekai no Tantei Shinshi: Akugyou Souma no Jiken File (Genteiban)|
SLPM_551.21|Fukakutei Sekai no Tantei Shinshi: Akugyou Souma no Jiken File (Genteiban)|
SLPM_625.05|Fukuhara Ai no Takkyuu Itchokusen|
SLPM_602.74|Full House Kiss 2 (Taikenban)|
SLPM_662.88|Full House Kiss 2: Ren'ai Kaseifu Adventure|Tenky
SLPM_666.64|Full House Kiss 2: Ren'ai Kaseifu Adventure|Tenky
SLPM_602.43|Full House Kiss: Ren'ai Adventure (Taikenban)|
SLPM_656.38|Full House Kiss: Ren'ai Kaseifu Adventure|
SLPM_666.40|Full House Kiss: Ren'ai Kaseifu Adventure|
SLES_531.14|Full Spectrum Warrior|Pandemic Studios
SLES_531.31|Full Spectrum Warrior|Pandemic Studios
SLKA_252.64|Full Spectrum Warrior|Pandemic Studios
SLPM_662.63|Full Spectrum Warrior|Pandemic Studios
SLUS_211.45|Full Spectrum Warrior|Pandemic Studios
SLPM_664.27|Full Spectrum Warrior 2: Ten Hammers|Pandemic Studios
SLES_536.56|Full Spectrum Warrior: Ten Hammers|Pandemic Studios
SLES_539.09|Full Spectrum Warrior: Ten Hammers|Pandemic Studios
SLKA_253.68|Full Spectrum Warrior: Ten Hammers|Pandemic Studios
SLUS_212.50|Full Spectrum Warrior: Ten Hammers|Pandemic Studios
SLUS_211.66|Fullmetal Alchemist 2: Curse of the Crimson Elixir|
SLUS_209.94|Fullmetal Alchemist and the Broken Angel|
SLKA_253.52|Fullmetal Alchemist: Dream Carnival|Eighting / Raizing
SLES_501.06|Fur Fighters: Viggo's Revenge|Bizarre Creations
SLUS_200.88|Fur Fighters: Viggo's Revenge|Bizarre Creations
SLPM_655.23|Furasera: Hurrah! Sailor|Datam Polystar
SLPM_654.93|Furasera: Hurrah! Sailor (Shokai Genteiban)|Datam Polystar
SLES_528.24|Furry Tales|Mad Monkey Studio
SLPM_660.24|Fushigi Yuugi: Genbu Kaiden Gaiden: Kagami no Miko|
SLPM_670.00|Fushigi Yuugi: Genbu Kaiden Gaiden: Kagami no Miko|
SLPM_660.23|Fushigi Yuugi: Genbu Kaiden Gaiden: Kagami no Miko (Genteiban)|
SLPM_669.99|Fushigi Yuugi: Suzaku Ibun|Design Factory
SLPM_669.98|Fushigi Yuugi: Suzaku Ibun (Genteiban)|Design Factory
SLPM_623.41|Fushigi no Kuni no Alice|
SLPM_661.11|Fushigi no Umi no Nadia: Dennou Battle: Miss Nautilus Contest|
SLPM_661.12|Fushigi no Umi no Nadia: Inherit the Blue Water|Cyberfront Corporation
SLPM_661.10|Fushigi no Umi no Nadia: Inherit the Blue Water (Collector's Edition)|Cyberfront Corporation
SLPS_254.10|Futakoi|Alpha Unit
SLPS_254.09|Futakoi (Shokai Genteiban)|Alpha Unit
SLPS_256.24|Futakoi (Shokai Genteiban)|Alpha Unit
SLPM_602.52|Futakoi (Taikenban)|
SLPS_255.16|Futakoi Alternative: Koi to Shoujo to Machine Gun|
SLPS_256.33|Futakoi Alternative: Koi to Shoujo to Machine Gun|
SLPS_255.15|Futakoi Alternative: Koi to Shoujo to Machine Gun (Shokai Genteiban)|
SLPS_255.43|Futakoi-jima: Koi to Mizugi no Survival|
SLPS_256.25|Futakoi-jima: Koi to Mizugi no Survival|
SCPS_150.30|Futari no Fantavision|Sony Computer Entertainment
SLES_515.07|Futurama|Uds
SLUS_204.39|Futurama|Uds
SLPS_253.07|Future GPX Cyber Formula: Road to the Infinity|
SLPS_255.41|Future GPX Cyber Formula: Road to the Infinity 2|
SLPS_256.95|Future GPX Cyber Formula: Road to the Infinity 3|
SLPS_258.14|Future GPX Cyber Formula: Road to the Infinity 4|
SLES_527.01|Future Tactics: The Uprising|Zed Two
SLUS_208.59|Future Tactics: The Uprising|Zed Two
SLPM_664.58|Fuuraiki|Fog
SLPM_669.91|Fuuraiki|Fog
SLPM_661.63|Fuuraiki 2|Fog
SLPM_669.92|Fuuraiki 2|Fog
SLPM_658.13|Fuuun Bakumatsuden|
SLPM_742.28|Fuuun Bakumatsuden|
SLPM_610.96|Fuuun Bakumatsuden (Taikenban)|
SLPM_654.94|Fuuun Shinsengumi|
SLPM_742.02|Fuuun Shinsengumi|
SLPM_602.25|Fuuun Shinsengumi (Taikenban)|
PAPX_905.14|Fuyu no Osusume Soft Otameshi Disc|
PCPX_966.29|Fuyu no Osusume Soft Otameshi Disc 2002|
PAPX_905.15|Fuyu no Osusume Soft Otameshi Disc 2003-2004|
SCED_520.94|G-Con 2 Competition Demo (Demo)|
SLES_539.34|G-Force|Mere Mortals
SLPS_250.09|G-Saviour|Atelier-Sai
SLES_505.11|G-Surfers|Blade
SLPM_623.26|G-Taste Mahjong|X-Nauts
SLPM_623.27|G-Taste Mahjong|X-Nauts
SLPM_624.53|G-Taste Mahjong|X-Nauts
SLES_555.37|G.I. Joe: The Rise of Cobra|
SLUS_218.86|G.I. Joe: The Rise of Cobra|
SLES_505.84|G1 Jockey|Koei
SLES_513.57|G1 Jockey 3|Koei
SLUS_206.90|G1 Jockey 3|Koei
SLES_539.17|G1 Jockey 4|Koei
SLPM_620.20|GI Jockey 2|Koei
SLPM_622.62|GI Jockey 2|Koei
SLPM_601.25|GI Jockey 2 (Taikenban)|
SLPM_620.59|GI Jockey 2 2001|Koei
SLPM_620.61|GI Jockey 2 2001|Koei
SLPM_622.77|GI Jockey 3|Koei
SLPM_622.79|GI Jockey 3|Koei
SLPM_625.36|GI Jockey 3|Koei
SLPM_623.92|GI Jockey 3 2003|
SLPM_623.93|GI Jockey 3 2003|
SLPM_625.91|GI Jockey 3: 2005-nendoban|
SLPM_662.27|GI Jockey 4|Koei
SLPM_662.29|GI Jockey 4|Koei
SLPM_668.12|GI Jockey 4|Koei
SLPM_665.38|GI Jockey 4 2006|
SLPM_669.03|GI Jockey 4 2007|Koei
SLPM_550.72|GI Jockey 4 2008|
SLES_526.02|GT Racers|SG Diffusion
SLES_520.45|GT-R 400|Kuju Entertainment
SLES_544.40|GT-R Touring|
SLES_504.72|GTC Africa|Rage Software
SLPM_622.58|GTC Africa|Rage Software
SCAJ_200.90|Gacha Mecha Stadium: Saru Battle|
SCPS_150.72|Gacha Mecha Stadium: Saru Battle|
PAPX_905.18|Gacha Mecha Stadium: Saru Battle (Taikenban)|
SCPS_110.26|Gacharoku|Agenda
SCPS_110.34|Gacharoku 2: Kondo wa Sekai Isshuu yo!!|
SLPS_203.01|Gachinko Pro Yakyuu|
SLES_528.45|Gadget & the Gadgetinis|
SLES_519.11|Gadget Racers|Play It
SLUS_202.25|Gadget Racers|Play It
SLKA_253.61|Gaeguri Jungsa Keroro: Bulkkottwineun Battle Royale Z|
SCES_534.50|Gaelic Games: Football|
SCES_546.38|Gaelic Games: Football 2|IR Gurus
SCES_546.37|Gaelic Games: Hurling|IR Gurus
SLPM_652.60|Gaika no Gouhou: Air Land Force|Koei
SLPM_657.16|Gaika no Gouhou: Air Land Force|Koei
SLPM_665.26|Gaika no Gouhou: Air Land Force|Koei
SLPS_254.71|Gakkou o Tsukurou!! Happy Days|
SLPS_255.98|Gakkou o Tsukurou!! Happy Days|
SLPS_253.08|Gako Zouryuu: Crouching Tiger, Hidden Dragon|Ubisoft
SLPM_610.67|Gako Zouryuu: Crouching Tiger, Hidden Dragon (Taikenban)|
SLPM_662.93|Gakuen Alice: Kira Kira Memory Kiss|Kids Station
SLPM_665.19|Gakuen Heaven: Boy's Love Scramble!|
SLPM_669.84|Gakuen Heaven: Boy's Love Scramble!|
SLPS_252.82|Gakuen Heaven: Boy's Love Scramble!|
SLPS_253.81|Gakuen Heaven: Boy's Love Scramble! Type B|Spray
SLPM_625.97|Gakuen Heaven: Okawari! Boy's Love Attack!|
SLPM_627.43|Gakuen Heaven: Okawari! Boy's Love Attack!|
SLPM_622.38|Gakuen Toshi Varanoir: Kingdom of Chaos the Universe|
SLPS_257.52|Gakuen Utopia: Manabi Straight! Kira Kira Happy Festa!|
SLPS_257.51|Gakuen Utopia: Manabi Straight! Kira Kira Happy Festa! (Genteiban)|
SLUS_208.22|Galactic Wrestling featuring Ultimate Muscle: The Kinnikuman Legacy|
SLUS_291.04|Galactic Wrestling featuring Ultimate Muscle: The Kinnikuman Legacy (Demo)|Syn Sophia
SLPM_652.54|Galaxy Angel|
SLPM_551.18|Galaxy Angel II: Eigou Kaiki no Toki (Disc 1)|
SLPM_551.19|Galaxy Angel II: Eigou Kaiki no Toki (Disc 2)|
SLPM_550.93|Galaxy Angel II: Mugen Kairou no Kagi (Disc 1)|Broccoli
SLPM_667.79|Galaxy Angel II: Mugen Kairou no Kagi (Disc 1)|Broccoli
SLPM_550.94|Galaxy Angel II: Mugen Kairou no Kagi (Disc 2)|
SLPM_667.80|Galaxy Angel II: Mugen Kairou no Kagi (Disc 2)|
SLPM_550.29|Galaxy Angel II: Zettai Ryouiki no Tobira|SETA Corporation
SLPM_662.43|Galaxy Angel II: Zettai Ryouiki no Tobira|SETA Corporation
SLPM_658.78|Galaxy Angel: Eternal Lovers|SETA Corporation
SLPM_654.29|Galaxy Angel: Moonlit Lovers|Broccoli
SLPM_666.04|Galaxy Angel: Moonlit Lovers|Broccoli
SLPM_610.73|Galaxy Angel: Moonlit Lovers (Taikenban)|
SLES_513.43|Galerians: Ash|Polygon
SLPS_251.19|Galerians: Ash|Polygon
SLUS_205.60|Galerians: Ash|Polygon
SLES_555.99|Galileo Mystery: Die Krone des Midas|
SLES_530.11|Gallop Racer 2|Tecmo
SLUS_202.55|Gallop Racer 2001|Tecmo
SLUS_206.62|Gallop Racer 2003: A New Breed|Zoo Digital
SLUS_210.31|Gallop Racer 2004|Tecmo
SLUS_213.93|Gallop Racer 2006|Tecmo
SLPS_250.36|Gallop Racer 5|Tecmo
SLPS_251.77|Gallop Racer 6: Revolution|
SLPS_734.15|Gallop Racer 6: Revolution|
SLPS_255.64|Gallop Racer 8: Live Horse Racing|Tecmo
SLPS_257.01|Gallop Racer Inbreed|
SLPS_253.33|Gallop Racer: Lucky 7|
SLPS_200.96|Gambler Densetsu Tetsuya|Athena
SLPS_730.04|Gambler Densetsu Tetsuya|Athena
SLPM_624.99|Gambler Densetsu Tetsuya Digest|
SLPM_625.74|Gambler Densetsu Tetsuya Digest|
SLPM_653.18|Gambler Densetsu Tetsuya: Kurouto Choujou Kessen|
SLPS_200.28|Game Select 5: Wa|
SLPS_200.71|Game Select 5: You|
SLPM_661.86|Game ni Natta yo! Dokuro-chan: Kenkou Shindan Daisakusen|
SLPM_661.85|Game ni Natta yo! Dokuro-chan: Kenkou Shindan Daisakusen (Genteiban)|
SLES_548.66|Games Galaxy 2|
SLPM_620.09|Ganbare! Nippon! Olympic 2000|
SCKA_100.01|Gangcheol Gigap Sadan: Online Battlefield|
SCKA_140.01|Gangcheol Gigap Sadan: Online Battlefield|
SLPM_659.50|Gantz: The Game|
SCPS_550.18|Garakuta Meisaku Gekijou: Rakugaki Oukoku|
SLPM_650.97|Garakuta Meisaku Gekijou: Rakugaki Oukoku|
SLPM_744.08|Garakuta Meisaku Gekijou: Rakugaki Oukoku|
SLPM_601.53|Garakuta Meisaku Gekijou: Rakugaki Oukoku (Taikenban)|
SLPM_653.73|Garasu no Bara|Capcom
SLES_528.43|Garfield|Hip Interactive
SLES_541.72|Garfield 2|
SLPM_627.33|Garfield: Arleene o Sukue!|Flagship Studios
SLES_548.17|Garfield: Lasagna World Tour|
SLES_550.42|Garfield: Lasagna World Tour|
SLES_550.43|Garfield: Lasagna World Tour|
SLUS_217.49|Garfield: Lasagna World Tour|
SLES_535.87|Garfield: Saving Arlene|Flagship Studios
SLPS_255.30|Garouden: Breakblow|
SLPM_602.67|Garouden: Breakblow (Taikenban)|
SLPS_257.47|Garouden: Breakblow: Fist or Twist|
SLES_502.11|Gauntlet: Dark Legacy|Midway
SLPM_621.25|Gauntlet: Dark Legacy|Midway
SLUS_200.47|Gauntlet: Dark Legacy|Midway
SLES_536.67|Gauntlet: Seven Sorrows|Midway
SLUS_210.77|Gauntlet: Seven Sorrows|Midway
SLPM_653.37|GeGeGe no Kitarou: Ibun Youkai Kitan|
SLPM_656.27|GeGeGe no Kitarou: Ibun Youkai Kitan|
SLES_548.82|Gecko Blaster|
SLPM_664.67|Geesen USA: Midway Arcade Treasures|
SLPS_200.10|Gekikuukan Pro Yakyuu: At the End of the Century 1999|
